@relation ProteinFoldsPFRES

@attribute pcvA numeric
@attribute pcvR numeric
@attribute pcvN numeric
@attribute pcvD numeric
@attribute pcvC numeric
@attribute pcvQ numeric
@attribute pcvE numeric
@attribute pcvG numeric
@attribute pcvH numeric
@attribute pcvI numeric
@attribute pcvL numeric
@attribute pcvK numeric
@attribute pcvM numeric
@attribute pcvF numeric
@attribute pcvP numeric
@attribute pcvS numeric
@attribute pcvT numeric
@attribute pcvW numeric
@attribute pcvY numeric
@attribute pcvV numeric
@attribute sscC numeric
@attribute sscE numeric
@attribute sscH numeric
@attribute dssC numeric
@attribute dssE numeric
@attribute dssH numeric
@attribute adssCCC numeric
@attribute adssCCE numeric
@attribute adssCCH numeric
@attribute adssCEC numeric
@attribute adssCEE numeric
@attribute adssCEH numeric
@attribute adssCHC numeric
@attribute adssCHE numeric
@attribute adssCHH numeric
@attribute adssECC numeric
@attribute adssECE numeric
@attribute adssECH numeric
@attribute adssEEC numeric
@attribute adssEEE numeric
@attribute adssEEH numeric
@attribute adssEHC numeric
@attribute adssEHE numeric
@attribute adssEHH numeric
@attribute adssHCC numeric
@attribute adssHCE numeric
@attribute adssHCH numeric
@attribute adssHEC numeric
@attribute adssHEE numeric
@attribute adssHEH numeric
@attribute adssHHC numeric
@attribute adssHHE numeric
@attribute adssHHH numeric
@attribute length numeric
@attribute class {a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,-}

@data
0,8,0,2,40,5,8,6,4,20,9,12,6,14,16,3,0,17,21,16,0.3,0.7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,-
12,4,27,13,5,5,5,4,6,17,15,10,4,9,12,18,12,0,3,23,0.487,0.5,0.013,7,9,0,0,1,0,3,2,0,0,0,0,1,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,g
11,13,7,18,0,24,36,1,6,16,13,15,9,5,0,4,4,0,0,13,0.1857,0,0.8143,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,70,c
4,14,15,6,1,17,7,14,14,19,10,14,1,5,26,11,5,2,14,20,0.5773,0.4227,0,5,6,0,0,0,0,3,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,g
8,28,7,2,5,7,10,9,9,22,7,35,3,7,10,4,14,5,23,20,0.3279,0,0.6721,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,61,c
10,15,6,15,0,8,11,5,2,17,15,20,25,2,7,5,17,0,0,18,0.4702,0.1026,0.4272,10,2,11,0,0,1,0,0,0,5,2,1,0,0,2,0,0,0,0,0,0,0,0,5,2,0,0,1,0,2,302,p
9,12,3,15,4,8,27,6,13,15,22,10,24,2,9,4,3,11,12,11,0.2688,0.043,0.6882,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,93,c
13,2,5,8,0,9,16,13,3,13,12,6,6,3,19,14,23,0,2,25,0.544,0.456,0,6,7,0,0,1,0,4,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,g
14,25,13,3,3,7,3,18,5,20,19,21,3,8,0,19,2,2,7,20,0.5202,0.1387,0.341,7,3,5,0,0,1,1,0,0,3,1,0,0,0,3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,173,r
1,6,10,21,0,7,19,5,13,14,3,7,7,21,29,8,7,6,11,18,0.5055,0.4945,0,4,6,0,0,0,0,2,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,g
20,8,8,9,0,6,11,17,14,11,19,11,16,7,9,5,5,1,14,9,0.4013,0.0921,0.5066,9,1,11,0,0,0,0,0,0,5,1,2,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,2,0,0,304,p
8,24,4,19,7,1,7,19,7,9,5,12,9,1,8,5,4,20,17,10,0.5236,0.1024,0.374,8,1,7,0,0,0,0,0,0,4,1,1,0,0,1,0,0,0,0,0,0,1,0,4,1,0,0,1,0,0,254,p
0,24,5,3,0,6,28,15,4,24,13,21,15,2,8,2,5,9,4,22,0.4179,0.4627,0.1194,2,5,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,67,y
3,5,12,12,10,12,24,7,6,20,12,21,15,26,16,6,11,12,16,9,0.4419,0.2907,0.2674,3,2,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,86,z
10,6,15,4,1,11,3,16,14,16,12,9,2,3,30,9,17,0,6,21,0.5133,0.4867,0,4,6,0,0,1,0,1,2,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113,g
11,3,0,7,21,7,1,21,0,15,8,14,12,0,0,4,14,0,0,24,0.5297,0.198,0.2723,7,6,6,0,0,0,0,1,1,3,1,0,0,1,3,1,0,0,0,0,1,0,1,1,2,0,0,0,1,0,202,t
0,8,12,19,0,3,18,13,0,29,12,18,12,7,0,6,11,0,2,21,0.3623,0.5507,0.087,1,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,69,y
4,26,7,13,1,15,25,4,10,7,11,11,6,15,14,15,19,8,14,5,0.4622,0,0.5378,4,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,119,c
7,10,9,12,3,19,24,4,8,33,12,18,12,1,9,4,7,2,0,26,0.4985,0.1899,0.3116,9,7,8,0,0,0,2,0,0,3,3,0,0,2,4,1,0,0,0,0,0,0,0,3,3,1,0,0,0,0,337,p
21,11,7,13,0,27,15,11,4,13,6,20,25,10,5,8,4,7,8,11,0.3281,0,0.6719,2,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,128,d
10,0,7,8,1,8,3,21,22,28,5,8,4,1,6,7,25,0,0,28,0.5026,0.1487,0.3487,6,4,5,0,0,1,0,0,1,2,1,0,0,0,3,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,195,t
2,19,5,12,1,33,25,0,14,8,18,24,5,9,0,5,13,11,14,3,0.4222,0.0111,0.5667,7,0,8,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,180,f
17,2,14,5,5,5,4,24,7,14,3,0,0,5,1,29,19,18,14,19,0.4927,0.5073,0,5,13,0,0,0,0,2,3,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,205,j
11,10,7,1,0,8,5,26,6,2,6,3,4,1,29,35,22,0,1,7,0.6923,0.1795,0.1282,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,117,y
9,5,10,16,16,5,3,20,16,8,1,4,4,7,8,15,29,22,6,13,0.7533,0.2168,0.0299,14,10,1,1,2,0,8,0,0,0,1,0,3,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,535,i
6,8,2,1,9,10,9,12,2,8,12,16,6,19,0,11,12,4,15,6,0.5,0.5,0,5,9,0,0,0,0,2,2,0,0,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,114,g
4,0,0,3,0,0,13,29,0,29,15,6,12,13,9,14,17,0,10,18,0.4286,0.1905,0.381,4,5,4,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,168,s
9,21,21,7,0,6,24,11,2,11,4,32,9,19,8,3,10,2,15,12,0.3529,0.2843,0.3627,2,4,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,102,z
11,8,5,16,7,12,25,4,8,12,12,10,36,15,8,5,8,9,23,8,0.4472,0.3089,0.2439,6,5,2,0,0,0,2,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,123,z
2,8,9,17,0,9,21,8,1,12,31,11,20,17,4,6,11,0,25,3,0.1776,0,0.8224,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,107,c
12,26,3,26,4,2,19,0,0,29,21,10,22,1,11,5,7,2,0,24,0.2804,0.1323,0.5873,3,4,7,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,2,0,0,1,1,1,0,1,0,0,1,189,r
9,13,11,13,8,6,12,2,16,13,3,7,21,5,36,8,18,11,5,16,0.4907,0.1522,0.3571,12,8,10,1,0,1,2,1,0,2,3,1,1,0,4,1,1,0,1,0,0,0,2,2,2,0,1,1,0,1,322,w
0,13,16,18,23,12,21,11,5,16,19,8,17,8,4,6,11,20,5,16,0.5169,0.1236,0.3596,10,4,9,2,1,0,2,0,1,1,1,1,0,1,2,0,0,0,1,0,0,1,1,1,1,0,0,2,0,2,267,t
2,19,8,10,3,19,11,0,11,15,14,22,24,7,8,14,10,7,11,14,0.4735,0.1088,0.4176,9,4,11,0,0,0,0,0,1,5,2,0,0,0,2,0,0,0,1,1,0,0,1,6,2,0,1,0,0,0,340,s
15,15,7,12,0,10,16,10,15,18,3,6,2,10,10,6,11,24,26,12,0.6313,0.3575,0.0112,7,7,0,0,1,0,4,1,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,h
4,2,12,10,0,9,21,9,10,9,13,4,22,31,6,16,5,13,13,13,0.5043,0.4609,0.0348,3,5,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115,h
5,14,6,19,0,10,19,17,9,17,16,16,4,7,4,11,7,1,6,9,0.6,0.26,0.14,4,3,1,0,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100,y
17,10,14,19,0,7,18,18,11,4,3,9,0,14,16,2,2,41,12,6,0.5224,0.1567,0.3209,3,4,4,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,134,u
26,15,0,4,7,4,0,30,14,25,17,12,2,6,0,10,15,9,14,23,0.5511,0.1828,0.2661,9,5,10,0,1,0,2,0,2,1,1,2,1,1,1,0,0,0,0,0,1,0,2,3,1,0,0,3,0,0,372,q
5,10,14,14,0,17,17,7,5,4,11,15,19,10,1,13,5,2,16,3,0.4188,0.188,0.3932,4,1,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,117,k
8,16,9,9,5,20,12,5,5,18,13,7,15,8,20,11,4,18,11,23,0.5126,0.1408,0.3466,10,6,6,0,0,1,3,0,1,3,1,0,0,3,2,0,0,0,1,0,0,1,1,2,1,0,0,0,0,0,277,w
25,6,4,18,20,15,2,8,3,10,8,9,6,9,8,15,17,26,16,16,0.5236,0.1226,0.3538,9,3,7,0,0,2,1,0,0,2,2,1,0,0,3,0,0,0,0,0,0,2,1,0,2,0,0,1,0,0,212,p
0,8,10,25,0,10,28,7,0,15,23,15,30,10,1,8,6,2,8,9,0.2963,0.1019,0.6019,1,2,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,108,c
16,31,16,7,0,4,5,7,0,7,19,12,30,7,29,10,4,0,9,9,0.4348,0.1217,0.4435,9,4,8,0,1,1,1,0,1,2,1,1,0,0,2,0,0,0,1,1,0,1,1,2,1,0,1,1,0,0,230,p
6,16,26,16,1,2,9,9,17,8,5,6,3,11,14,15,12,15,17,5,0.6058,0.3942,0,7,8,0,0,0,0,5,1,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,h
2,19,11,11,0,9,13,7,11,17,14,6,11,2,18,6,22,5,4,24,0.4557,0.3418,0.2025,1,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,79,y
8,14,10,14,10,2,21,10,15,15,9,7,4,1,22,12,7,5,0,24,0.4368,0.3448,0.2184,2,3,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,87,z
8,7,21,3,3,7,7,8,17,30,17,2,10,6,21,10,16,0,9,26,0.4953,0.3364,0.1682,3,5,2,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,107,z
7,25,10,3,0,16,13,11,3,14,3,27,3,3,2,10,9,2,8,8,0.6632,0.3368,0,2,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,l
1,6,8,29,0,17,37,3,28,2,3,15,15,17,10,4,9,21,7,5,0.4898,0,0.5102,4,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,98,f
13,16,9,0,9,12,8,27,8,17,19,9,16,11,1,10,14,2,5,17,0.4615,0.1498,0.3887,8,5,6,0,0,1,1,0,1,2,1,0,0,0,2,0,0,0,2,1,0,2,2,0,1,0,1,0,0,0,247,s
23,4,9,7,0,4,7,37,0,14,14,9,4,5,0,9,17,0,0,17,0.413,0.1457,0.4413,7,5,8,0,0,1,0,0,1,3,1,0,0,0,2,0,0,0,1,1,1,1,1,1,2,0,1,0,1,0,247,s
3,8,8,7,11,12,13,8,0,13,8,7,2,0,10,14,37,1,0,15,0.5495,0.4505,0,5,7,0,0,0,0,3,1,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,111,g
11,11,12,9,0,7,25,8,4,21,6,18,23,20,14,1,6,2,7,19,0.4444,0.3241,0.2315,3,4,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,108,z
8,13,28,2,12,3,4,18,16,23,16,20,7,5,8,15,13,3,7,15,0.4372,0.1385,0.4242,8,5,7,0,0,1,0,0,1,2,2,1,1,0,3,0,0,0,0,1,0,0,1,1,3,0,0,1,0,0,231,r
16,0,22,13,0,4,1,22,3,7,7,1,2,4,37,20,18,4,7,12,0.6265,0.3735,0,7,9,0,0,0,0,3,3,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,m
4,8,9,18,0,4,9,3,0,12,13,3,9,16,46,12,16,0,6,8,0.6797,0.2941,0.0261,6,6,0,0,1,0,2,2,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,m
8,21,4,22,9,6,2,0,2,9,11,9,9,0,21,9,20,25,0,9,0.4854,0.1197,0.3948,13,5,10,0,0,3,1,0,2,4,2,0,0,0,2,0,0,0,2,0,1,2,3,1,1,0,1,1,0,0,309,p
8,8,12,1,0,2,1,18,5,11,8,7,5,21,0,18,8,18,22,13,0.3774,0.6226,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,53,k
8,0,4,16,0,6,21,6,2,15,12,2,7,9,8,11,12,3,10,15,0.3676,0.3529,0.2794,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,68,k
18,7,11,30,0,10,18,1,9,8,10,15,13,3,4,8,7,10,4,7,0.178,0,0.822,2,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,118,d
23,15,12,6,0,26,10,8,16,11,12,19,12,3,5,7,12,4,3,8,0.1897,0,0.8103,2,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,116,d
19,17,9,10,2,17,13,8,17,8,17,7,10,7,9,4,6,14,3,9,0.2102,0,0.7898,3,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,157,d
22,11,15,10,24,12,12,11,10,10,6,14,7,0,0,19,8,2,1,9,0.169,0,0.831,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,d
10,11,14,16,10,10,28,0,12,13,8,15,9,9,0,10,6,4,2,13,0.25,0,0.75,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,136,d
11,7,6,19,2,12,32,4,2,6,1,18,11,3,34,5,6,0,0,4,0.2895,0.0158,0.6947,5,0,6,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,1,190,d
12,22,8,18,1,17,15,3,5,25,14,13,7,4,0,6,9,4,10,16,0.4302,0,0.5698,3,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,86,c
13,5,14,11,5,14,18,3,8,16,4,25,5,9,16,14,8,6,11,17,0.433,0.2371,0.3299,9,7,5,0,0,0,3,1,0,3,1,0,0,1,5,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,194,t
10,2,17,25,21,19,18,1,7,11,12,10,9,14,2,11,7,18,14,13,0.3646,0.0608,0.5746,10,3,13,2,0,1,2,0,0,1,1,2,1,1,1,0,0,0,0,0,0,0,1,2,1,0,0,3,0,5,362,t
3,19,14,18,6,18,18,10,5,11,15,28,12,5,8,6,26,3,12,12,0.4664,0.0988,0.4348,12,4,8,0,1,0,3,0,0,5,1,1,0,0,4,0,0,0,0,0,0,1,2,2,1,0,0,1,0,0,253,t
4,11,4,22,1,11,23,2,18,17,8,15,2,1,9,8,7,13,12,27,0.4915,0.1059,0.4025,10,3,8,0,0,1,2,0,0,4,1,1,0,0,3,0,0,0,0,0,0,1,2,2,1,0,0,1,0,0,236,t
5,14,5,26,0,15,18,0,25,9,11,20,2,2,11,10,10,0,15,20,0.5259,0.1036,0.3705,10,4,7,0,0,0,3,0,0,4,1,1,0,0,4,0,0,0,0,0,0,0,3,1,1,0,0,1,0,0,251,t
0,7,18,17,0,11,24,9,11,12,8,22,6,7,15,12,11,0,2,25,0.45,0.55,0,2,6,0,0,0,0,1,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,80,g
10,9,8,5,12,10,8,10,8,11,7,5,1,8,26,17,25,3,12,24,0.6118,0.3882,0,4,4,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,g
23,16,6,18,0,8,8,21,0,19,13,15,0,8,1,9,9,0,6,22,0.541,0.1803,0.2787,4,3,5,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,183,r
28,9,8,17,4,0,5,23,12,17,16,1,0,13,1,2,13,12,7,15,0.434,0.217,0.3491,10,8,8,0,1,0,0,2,0,4,1,1,1,0,3,3,1,0,0,0,0,0,1,4,1,0,0,1,0,0,318,v
12,8,28,8,2,6,3,19,4,4,20,3,16,3,22,10,11,25,3,7,0.6486,0.0415,0.3099,8,1,8,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,313,p
7,15,12,8,0,5,12,14,20,20,8,11,3,19,16,9,7,17,11,17,0.5439,0.251,0.205,9,8,3,0,2,0,2,1,0,1,2,0,2,1,3,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,239,r
1,14,4,7,6,11,10,3,5,8,7,13,16,15,32,9,8,1,11,15,0.5138,0.1376,0.3486,7,3,5,0,0,1,1,0,1,2,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,218,t
14,27,9,5,7,7,6,22,1,28,10,13,0,5,12,11,7,0,1,29,0.4783,0.1522,0.3696,6,4,5,0,0,1,0,0,1,1,2,0,1,0,2,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,184,r
4,16,13,9,1,7,8,1,11,15,7,12,6,11,5,29,20,4,6,21,0.5955,0.3371,0.0674,6,3,0,1,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,y
6,8,25,21,22,2,8,15,10,11,5,17,5,13,9,5,4,18,26,9,0.4789,0.4366,0.0845,3,3,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,-
12,29,1,7,1,11,10,13,28,5,9,14,1,0,23,9,10,15,4,15,0.5787,0.1966,0.2247,4,5,4,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,178,z
15,3,0,8,0,9,7,21,0,15,22,10,3,9,0,7,15,1,11,10,0.4942,0.1387,0.3671,12,4,9,0,1,2,1,0,1,6,0,0,1,0,1,0,0,0,1,1,0,2,1,4,1,0,0,0,0,0,346,s
17,9,14,15,0,10,13,0,0,20,15,20,14,11,6,6,4,0,8,17,0.4094,0.1745,0.4161,6,2,5,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,149,u
1,20,11,12,0,11,21,7,15,14,11,8,13,2,16,6,21,1,5,23,0.4375,0.35,0.2125,1,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,80,y
11,13,4,13,2,17,14,7,8,7,19,8,2,9,16,15,14,6,14,10,0.4423,0.2115,0.3462,4,2,2,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,104,u
20,20,12,12,15,3,1,8,7,22,24,1,20,7,3,15,12,0,6,15,0.344,0.264,0.392,1,4,3,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,125,v
3,7,2,22,3,5,19,35,4,27,17,2,4,17,6,9,11,3,7,24,0.3687,0.1788,0.4525,4,4,5,0,0,0,0,0,1,2,0,1,0,0,1,1,1,0,1,0,0,0,1,2,0,0,0,0,0,0,179,v
23,21,1,0,0,16,11,0,6,20,17,12,6,2,4,13,15,2,12,14,0.4342,0,0.5658,2,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,76,c
5,9,4,11,0,8,10,3,26,8,5,15,3,0,27,10,12,0,5,12,0.4624,0.5376,0,4,7,0,0,0,0,2,1,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,93,g
17,14,0,5,0,1,13,18,24,16,15,7,3,2,18,7,9,0,9,11,0.6147,0.1193,0.2661,11,4,8,0,0,2,2,0,1,5,0,1,1,0,2,0,0,0,1,0,0,1,3,2,0,0,0,0,0,0,327,p
10,14,12,7,7,5,7,18,18,15,9,13,8,7,13,18,24,0,14,16,0.6215,0.3785,0,8,7,0,0,2,0,4,1,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,m
6,6,0,12,0,13,12,22,3,23,5,17,1,8,9,10,3,0,25,13,0.5,0.5,0,2,5,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,l
25,9,9,8,2,12,7,0,0,31,13,5,11,9,16,8,4,0,0,41,0.5304,0.1348,0.3348,9,4,5,3,0,1,1,0,0,0,3,1,1,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,230,t
11,10,13,21,0,9,11,4,2,13,11,5,6,10,25,19,25,1,0,15,0.5,0.5,0,6,6,0,0,1,0,3,1,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,g
5,13,15,21,0,6,17,4,4,11,13,6,3,9,12,24,21,19,0,13,0.4725,0.5275,0,3,7,0,0,0,0,1,1,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,91,g
6,14,11,21,0,5,16,1,0,9,12,6,5,7,18,23,32,13,0,16,0.4941,0.5059,0,4,4,0,0,1,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,g
3,19,7,10,0,5,8,27,10,13,10,11,9,7,23,0,3,0,7,10,0.5319,0.0496,0.4184,7,0,10,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,282,p
0,12,10,27,1,17,13,7,17,17,19,10,11,24,6,6,14,11,15,14,0.6091,0.1246,0.2663,9,2,7,0,0,1,1,0,0,6,0,0,0,0,2,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,353,p
11,19,5,11,36,8,3,12,13,15,11,16,18,4,0,4,12,7,8,22,0.6443,0.1701,0.1856,11,3,2,4,0,1,2,0,0,2,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,194,z
6,12,17,10,0,16,3,9,14,18,17,11,11,1,2,33,9,0,3,13,0.4455,0.1584,0.396,7,4,6,0,0,0,1,0,1,4,1,0,0,0,3,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,202,r
15,15,12,20,1,7,9,11,0,10,6,19,3,19,0,11,2,3,11,8,0.3939,0,0.6061,3,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,66,f
4,9,4,13,1,12,6,8,10,14,8,5,6,8,24,12,12,0,6,18,0.4098,0.3607,0.2295,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,61,y
3,6,3,1,0,10,9,7,0,10,22,11,4,0,16,10,40,0,0,11,0.6031,0.3969,0,6,5,0,0,1,0,3,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,g
15,5,11,7,3,3,6,13,2,18,7,13,15,18,15,9,11,17,13,20,0.4286,0.2,0.3714,8,10,9,1,0,0,0,0,3,0,2,0,0,1,2,0,0,0,3,4,0,1,2,0,3,0,3,0,0,0,315,x
17,17,3,3,6,13,14,12,0,10,6,23,2,17,1,13,24,0,16,12,0.5473,0.1343,0.3184,6,3,4,0,1,0,1,0,1,2,0,0,0,0,1,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,201,r
21,18,15,11,10,7,10,12,2,20,15,13,22,8,5,10,9,4,7,8,0.4241,0.1552,0.4207,9,6,8,0,0,0,2,0,2,2,1,1,0,1,3,0,0,0,1,1,0,0,2,2,2,0,0,1,0,0,290,p
6,0,33,25,33,8,12,15,12,10,0,1,0,0,11,11,8,0,0,6,0.8293,0.1707,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,-
13,20,8,22,0,2,14,3,8,18,25,12,13,12,4,8,9,8,15,21,0.3708,0.0337,0.5955,3,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,89,c
20,9,6,14,1,5,15,7,0,24,17,7,3,13,9,21,0,0,2,13,0.4727,0.1545,0.3727,6,5,7,0,0,1,0,0,0,1,3,0,1,0,3,0,0,0,0,1,0,0,0,1,4,0,1,0,0,0,220,p
30,8,7,14,16,5,12,7,2,23,16,12,5,8,15,21,1,0,1,7,0.4455,0.1455,0.4091,7,3,7,1,0,1,1,0,0,1,1,1,0,0,2,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,220,p
